parcel_idx,from_rep,PNU,JIBUN,지목,면적,내접폭,법정동코드,국유_건수,국유_지분면적,국유_지분율,국유_지번일치,점수,커버기여,누적커버율,순위,경도,위도
23236,False,1117012500104220000,422 대,대,11934.449671969698,73.29871199052482,1117012500,0,0.0,0.0,False,0.7702671818671702,70.03071109295782,0.030401617147817347,1,126.96620642996407,37.528640727796706
7278,False,1117010400100870001,87-1대,대,1163.0166159145763,29.44721016110687,1117010400,0,0.0,0.0,False,0.6624977797423417,66.21823427416314,0.05914816812793473,2,126.97185738370835,37.54377901896931
21463,False,1117012100100050034,5-34대,대,69.92494929109657,7.96097740915035,1117012100,0,0.0,0.0,False,0.5840582334005004,62.0605542061329,0.0860897938734135,3,126.96190234146628,37.53855042809559
22933,False,1117012400102280001,228-1 도,도,7287.0156242657995,36.74650474024058,1117012400,0,0.0,0.0,False,0.7792778005742662,61.42566106284427,0.11275580085148587,4,126.97367104326882,37.53476943633484
9144,True,1117010700100430014,43-14대,대,129.2519044227102,8.89296678980914,1117010700,0,0.0,0.0,False,0.6252020192423742,59.58555790564238,0.1386229852726448,5,126.9719709527198,37.55159679386227
29463,False,1117013000101270007,127-7대,대,675.7226873266417,23.6138755321089,1117013000,0,0.0,0.0,False,0.6234767594404551,59.50185117869274,0.16445383106713976,6,126.9947154995822,37.53441185275163
25442,False,1117012900104070000,407대,대,10561.986065978504,67.70167457134642,1117012900,0,0.0,0.0,False,0.5171177136019791,55.04563457301906,0.1883501514361595,7,126.97322311311379,37.52179491005913
16223,False,1117011200100570015,57-15도,도,5154.27383354341,14.272528373671062,1117011200,0,0.0,0.0,False,0.4249613459274454,52.62816662797723,0.2111970045959326,8,126.96869105860966,37.53891282315982
26632,False,1117013000104470014,447-14대,대,182.94200856850435,12.632565550965564,1117013000,0,0.0,0.0,False,0.5638512799659988,51.76436079634445,0.23366886378843768,9,126.98792691871594,37.53495195435089
31843,False,1117013100107280002,728-2대,대,2637.0020295161357,33.07773189101851,1117013100,0,0.0,0.0,False,0.4362835447116297,51.68006979109847,0.2561041307083455,10,127.00195669148953,37.539457557448436
33489,False,1117013100101390000,139 도,도,16862.85155660317,60.522860335035176,1117013100,0,0.0,0.0,False,0.48201542146255827,49.71875426842798,0.2776879545585528,11,127.00716093373094,37.532970152323415
6965,False,1117010200100010237,1-237대,대,97.39697339631536,8.422243224692274,1117010200,0,0.0,0.0,False,0.30285426411160576,46.266483796285236,0.29777308442797945,12,126.98339874676728,37.5461238035756
28591,False,1117013000107290000,729대,대,37567.749151594835,139.1115379801848,1117013000,0,0.0,0.0,False,0.4188778369545796,44.728674092500775,0.31719062287742766,13,126.98837867725598,37.54017780185228
24558,False,1117012800100650001,65-1 대,대,44844.865939276766,189.9059759773356,1117012800,0,0.0,0.0,False,0.268244147030415,43.3786724618548,0.33602210083879436,14,126.96620886846692,37.52323471578362
19037,True,1117011800100750001,75-1대,대,189.69979816005934,9.51685922069793,1117011800,0,0.0,0.0,False,0.3284935057293268,42.3865347814749,0.3544228736217317,15,126.9528874624201,37.53394250965915
1533,False,1117010100101050056,105-56도,도,2257.053752140803,4.776561568524365,1117010100,0,0.0,0.0,False,0.406026160493682,42.19058990365651,0.3727385831365036,16,126.97706116588719,37.54828513983332
23499,False,1117012500100730001,73-1대,대,293.74204486773795,15.256578855350469,1117012500,0,0.0,0.0,False,0.39640448264950623,41.2530388364631,0.3906472845236056,17,126.97140985238839,37.530444105231965
13439,False,1117011000100010170,1-170도,도,872.0860649027137,8.835343863809953,1117011000,0,0.0,0.0,False,0.2893314239704852,41.172318638098886,0.40852094379092235,18,126.9657457391551,37.54648040180131
25652,False,1117012900104030000,403대,대,19952.81963997186,89.5546104914055,1117012900,0,0.0,0.0,False,0.41265811192729485,40.55129490832845,0.42612500525782365,19,126.97887999999732,37.5190930481304
29136,False,1117013000100050020,5-20대,대,264.83369479089663,14.863801572362632,1117013000,0,0.0,0.0,False,0.3965164062145153,39.72086345494239,0.4433685611876637,20,126.99516768211451,37.54035847480993
